hwm_id,lon,lat,x_utm10,y_utm10,cell,elev_ft,elev_m,cell_z_m,above_bed_m,is_above_bed,vdatum_id,vdatum,hwm_quality_id,hwm_quality,hwm_environment,survey_date,waterbody
21635,-95.88716,29.77226,3170154.0,3622977.5,306465,151.97,46.320,45.57,0.750,yes,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Willow Fork
21638,-95.88716,29.77226,3170154.0,3622977.5,306465,151.28,46.110,45.57,0.540,yes,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Willow Fork
22029,-95.77355,29.85088,3179394.5,3635134.2,1772208,142.53,43.443,42.87,0.573,yes,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,South Mayde Cr
22030,-95.77282,29.8518,3179441.4,3635260.9,1772098,142.27,43.364,43.23,0.134,yes,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,South Mayde Cr
22031,-95.76947,29.87522,3179080.3,3638088.1,434790,148.05,45.126,46.10,-0.974,no,2,NAVD88,2,good,Riverine,2017-09-10T05:00:00,Bear Cr
22032,-95.77007,29.87501,3179025.5,3638047.9,1739665,149.42,45.543,45.73,-0.187,no,2,NAVD88,3,fair,Riverine,2017-09-10T05:00:00,Bear Cr
22033,-95.73068,29.86147,3183448.4,3637495.0,1759104,135.9,41.422,40.37,1.052,yes,2,NAVD88,2,good,Riverine,2017-09-10T05:00:00,Bear Cr
21642,-95.89927,29.78542,3168526.7,3624202.3,1229525,155.6,47.427,47.57,-0.143,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Willow Fork
22034,-95.72979,29.86147,3183539.2,3637518.3,1756369,135.12,41.185,38.80,2.385,yes,2,NAVD88,3,fair,Riverine,2017-09-10T05:00:00,Bear Cr
21644,-95.89927,29.78542,3168526.7,3624202.3,1229525,158.59,48.338,47.57,0.768,yes,2,NAVD88,3,fair,Riverine,2017-09-08T05:00:00,Willow Fork
22035,-95.72167,29.88686,3183603.5,3640701.6,1566345,136.39,41.572,40.83,0.742,yes,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,Dinner Cr
22036,-95.70417,29.902,3184931.6,3642932.0,1531,136.86,41.715,42.53,-0.815,no,2,NAVD88,3,fair,Riverine,2017-09-10T05:00:00,Langham Cr
22037,-95.68169,29.91324,3186884.1,3644837.4,1665511,136.09,41.480,42.37,-0.890,no,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,Horsepen Cr
22038,-95.68177,29.91402,3186852.5,3644926.6,1665531,136.06,41.471,42.43,-0.959,no,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,Horsepen Cr
21648,-95.84458,29.78443,3174136.3,3625508.0,1202487,138.85,42.321,42.67,-0.349,no,2,NAVD88,2,good,Riverine,2017-09-08T05:00:00,Snake Cr
22039,-95.71543,29.93966,3182649.4,3647041.9,1634607,148.95,45.400,45.97,-0.570,no,2,NAVD88,3,fair,Riverine,2017-09-10T05:00:00,Cypress Creek
22041,-95.64598,29.89641,3191032.5,3643807.3,1970550,119.13,36.311,36.80,-0.489,no,2,NAVD88,3,fair,Riverine,2017-09-10T05:00:00,Horsepen Cr
21650,-95.84458,29.78443,3174136.3,3625508.0,1202487,134.8,41.087,42.67,-1.583,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Snake Cr
21657,-95.82564,29.77993,3176203.5,3625474.7,298099,143.38,43.702,40.73,2.972,yes,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21658,-95.76207,29.79458,3182253.2,3628847.2,254968,127.29,38.798,40.77,-1.972,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Mason Cr
21662,-95.82202,29.76528,3177010.3,3623855.0,811051,129.45,39.456,39.83,-0.374,no,2,NAVD88,2,good,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21663,-95.82203,29.76526,3177009.9,3623852.4,811081,129.41,39.444,39.33,0.114,yes,2,NAVD88,1,excellent,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21664,-95.82276,29.76425,3176965.5,3623715.2,810660,128.74,39.240,40.37,-1.130,no,2,NAVD88,3,fair,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21665,-95.82548,29.75001,3177112.8,3621978.3,754021,120.42,36.704,39.80,-3.096,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21666,-95.82549,29.75011,3177108.8,3621989.7,754021,120.87,36.841,39.80,-2.959,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21667,-95.78379,29.74534,3181509.2,3622518.2,832831,117.13,35.701,36.80,-1.099,no,2,NAVD88,1,excellent,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21668,-95.78409,29.74527,3181480.7,3622502.2,827058,117.08,35.686,36.40,-0.714,no,2,NAVD88,1,excellent,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21671,-95.74881,29.73643,3185348.4,3622388.4,888259,100.46,30.620,31.87,-1.250,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Buffalo Bayou
21672,-95.74888,29.73634,3185343.9,3622376.1,888257,100.27,30.562,32.80,-2.238,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Buffalo Bayou
25169,-95.613876,29.781228,3197784.8,3631169.7,40741,80.45,24.521,24.73,-0.209,no,2,NAVD88,1,excellent,Riverine,2017-09-26T05:00:00,Buffalo Bayou Trib
25171,-95.58727,29.92373,3196191.7,3648552.0,2039216,115.8,35.296,36.47,-1.174,no,2,NAVD88,2,good,Riverine,2017-09-26T05:00:00,White Oak Bayou
25173,-95.5557,29.88749,3200509.7,3645143.9,2102941,97.49,29.715,31.60,-1.885,no,2,NAVD88,2,good,Riverine,2017-09-26T05:00:00,White Oak Bayou
25179,-95.5325,29.88709,3202888.6,3645710.5,2133572,94.68,28.858,29.73,-0.872,no,2,NAVD88,1,excellent,Riverine,2017-09-26T05:00:00,Rolling Fork
25175,-95.57372,29.88837,3198644.9,3644771.0,2095517,102.54,31.254,32.23,-0.976,no,2,NAVD88,1,excellent,Riverine,2017-09-26T05:00:00,White Oak Bayou Trib
25177,-95.52413,29.86061,3204546.3,3642831.6,571354,86.04,26.225,27.03,-0.805,no,2,NAVD88,4,poor,Riverine,2017-09-26T05:00:00,Cole Creek
25184,-95.54056,29.75367,3206107.6,3629874.0,2767874,67.76,20.653,19.13,1.523,yes,2,NAVD88,1,excellent,Riverine,2017-09-26T05:00:00,Buffalo Bayou
25187,-95.46898,29.86273,3210110.9,3644540.5,2230231,75.02,22.866,22.27,0.596,yes,2,NAVD88,1,excellent,Riverine,2017-09-27T05:00:00,White Oak Bayou
25188,-95.45286,29.83264,3212672.3,3641443.8,2352519,65.5,19.964,19.50,0.464,yes,2,NAVD88,1,excellent,Riverine,2017-09-27T05:00:00,White Oak Bayou
25189,-95.481466,29.826044,3209951.4,3639913.0,2336641,70.8,21.580,21.57,0.010,yes,2,NAVD88,2,good,Riverine,2017-09-27T05:00:00,Brickhouse Gully
25191,-95.44712,29.81895,3213675.0,3639992.5,2502898,60.2,18.349,17.80,0.549,yes,2,NAVD88,1,excellent,Riverine,2017-09-27T05:00:00,White Oak Bayou
25192,-95.440206,29.808707,3214692.9,3638976.0,2494534,57.46,17.514,18.90,-1.386,no,2,NAVD88,3,fair,Riverine,2017-09-27T05:00:00,White Oak Bayou
25193,-95.41794,29.78994,3217539.2,3637368.3,2440251,52.82,16.100,6.30,9.800,yes,2,NAVD88,1,excellent,Riverine,2012-09-27T05:00:00,White Oak Bayou
25194,-95.38457,29.77885,3221287.8,3636955.4,606520,41.3,12.588,10.77,1.818,yes,2,NAVD88,3,fair,Riverine,2017-09-27T05:00:00,White Oak Bayou
25196,-95.37962,29.81918,3220563.8,3641812.8,2379216,56.68,17.276,11.47,5.806,yes,2,NAVD88,2,good,Riverine,2017-09-27T05:00:00,Little White Oak Bayou
25198,-95.396206,29.838228,3218288.2,3643603.3,2362677,64.29,19.596,19.20,0.396,yes,2,NAVD88,3,fair,Riverine,2017-09-27T05:00:00,Little White Oak Bayou
25200,-95.409506,29.853394,3216467.3,3645026.2,2246631,73.5,22.403,22.90,-0.497,no,2,NAVD88,1,excellent,Riverine,2017-09-27T05:00:00,Little White Oak Bayou
25201,-95.48255,29.77798,3211299.8,3634254.4,2467630,54.87,16.724,18.33,-1.606,no,2,NAVD88,1,excellent,Riverine,2017-09-28T05:00:00,Spring Branch Bayou
25202,-95.427245,29.760998,3217468.5,3633730.2,2850847,45.52,13.874,15.33,-1.456,no,2,NAVD88,2,good,Riverine,2017-09-28T05:00:00,Buffalo Bayou
25204,-95.366213,29.764779,3223593.6,3635794.5,2887249,33.66,10.260,12.27,-2.010,no,2,NAVD88,4,poor,Riverine,2017-10-03T05:00:00,Buffalo Bayou
25180,-95.524423,29.876836,3204023.9,3644723.6,2109966,90.36,27.542,28.13,-0.588,no,2,NAVD88,3,fair,Riverine,2017-09-26T05:00:00,White Oak Bayou
25185,-95.46774,29.88312,3209616.9,3646961.2,2201446,77.82,23.720,25.13,-1.410,no,2,NAVD88,3,fair,Riverine,2017-09-27T05:00:00,Vogel Creek
25182,-95.57567,29.76639,3202135.5,3630438.1,2678876,73.53,22.412,22.63,-0.218,no,2,NAVD88,3,fair,Riverine,2017-09-26T05:00:00,White Oak Bayou
22242,-95.68313,29.87157,3187993.6,3639923.9,1697251,119.68,36.478,37.43,-0.952,no,2,NAVD88,3,fair,Riverine,2017-09-11T05:00:00,Langham Cr.
22243,-95.6832,29.87211,3187970.2,3639985.3,1697292,120.44,36.710,37.80,-1.090,no,2,NAVD88,3,fair,Riverine,2017-09-11T05:00:00,Langham Cr.
22244,-95.69244,29.84495,3187845.6,3636564.5,1810395,118.0,35.966,35.63,0.336,yes,2,NAVD88,3,fair,Riverine,2017-09-11T05:00:00,Bear Cr
22245,-95.68288,29.86942,3188083.9,3639678.9,1697691,120.56,36.747,37.47,-0.723,no,2,NAVD88,4,poor,Riverine,2017-09-11T05:00:00,Bear Cr
22247,-95.62549,29.87816,3193673.4,3642210.9,120927,112.34,34.241,34.73,-0.489,no,2,NAVD88,3,fair,Riverine,2017-09-11T05:00:00,Horsepen Cr
22248,-95.62488,29.87846,3193726.6,3642262.1,1936077,112.76,34.369,30.57,3.799,yes,2,NAVD88,4,poor,Riverine,2017-09-11T05:00:00,Horsepen Cr
22249,-95.62362,29.8575,3194488.3,3639842.1,486470,108.71,33.135,33.03,0.105,yes,2,NAVD88,2,good,Riverine,2017-09-11T05:00:00,Langham Cr.
22250,-95.62362,29.85731,3194494.1,3639819.8,486470,108.68,33.126,33.03,0.096,yes,2,NAVD88,2,good,Riverine,2017-09-11T05:00:00,Langham Cr.
22251,-95.637,29.84466,3193510.8,3637987.1,1844726,108.27,33.001,33.63,-0.629,no,2,NAVD88,2,good,Riverine,2017-09-11T05:00:00,Bear Cr
22252,-95.64628,29.83113,3192971.9,3636159.4,114344,108.64,33.113,32.43,0.683,yes,2,NAVD88,2,good,Riverine,2017-09-11T05:00:00,Bear Creek
22253,-95.63039,29.83597,3194447.5,3637143.8,1858064,108.69,33.129,30.20,2.929,yes,2,NAVD88,2,good,Riverine,2017-09-11T05:00:00,Langham Cr
21851,-95.79822,29.71081,3181066.5,3618101.1,215323,101.91,31.062,35.17,-4.108,no,2,NAVD88,4,poor,Riverine,2017-09-09T05:00:00,Buffalo Bayou
23813,-95.35849,29.76336,3224426.6,3635833.7,2887446,36.82,11.223,3.40,7.823,yes,2,NAVD88,1,excellent,Riverine,2017-09-25T05:00:00,unknown
23814,-95.35849,29.76336,3224426.6,3635833.7,2887446,36.32,11.070,3.40,7.670,yes,2,NAVD88,1,excellent,Riverine,2017-09-25T05:00:00,unknown
21853,-95.79825,29.71092,3181060.2,3618113.2,861577,103.16,31.443,35.13,-3.687,no,2,NAVD88,4,poor,Riverine,2017-09-09T05:00:00,Buffalo Bayou
21855,-95.74408,29.71693,3186415.1,3620229.6,897442,101.61,30.971,30.17,0.801,yes,2,NAVD88,3,fair,Riverine,2017-09-09T05:00:00,Buffalo Bayou
23816,-95.34362,29.752,3226293.9,3634898.0,727140,44.33,13.512,12.90,0.612,yes,2,NAVD88,1,excellent,Riverine,2017-09-25T05:00:00,unknown
23817,-95.34381,29.75215,3226269.9,3634910.6,2909459,44.53,13.573,12.90,0.673,yes,2,NAVD88,1,excellent,Riverine,2017-09-25T05:00:00,unknown
21856,-95.74281,29.71575,3186580.2,3620124.6,897930,100.91,30.757,30.43,0.327,yes,2,NAVD88,3,fair,Riverine,2017-09-09T05:00:00,Buffalo Bayou
21859,-95.68803,29.77655,3190352.7,3628674.8,1049373,100.35,30.587,31.83,-1.243,no,2,NAVD88,3,fair,Riverine,2017-09-09T05:00:00,Buffalo Bayou
21864,-95.68904,29.77657,3190249.0,3628650.7,1049335,100.73,30.703,31.93,-1.227,no,2,NAVD88,2,good,Riverine,2017-09-09T05:00:00,Buffalo Bayou
21865,-95.70302,29.76068,3189298.5,3626424.5,967455,100.86,30.742,31.63,-0.888,no,2,NAVD88,2,good,Riverine,2017-09-09T05:00:00,Buffalo Bayou
21866,-95.71381,29.75622,3188330.3,3625619.9,968336,101.32,30.882,27.47,3.412,yes,2,NAVD88,2,good,Riverine,2017-09-09T05:00:00,Mason Cr
21872,-95.69312,29.79984,3189133.1,3631267.4,1082790,108.17,32.970,31.77,1.200,yes,2,NAVD88,2,good,Riverine,2017-09-09T05:00:00,South Mayde Creek
21873,-95.67383,29.80842,3190844.1,3632777.6,1089173,108.83,33.171,32.07,1.101,yes,2,NAVD88,2,good,Riverine,2017-09-09T05:00:00,South Mayde Creek
24508,-95.28226,29.73611,3233056.7,3634671.0,2925303,23.63,7.202,6.10,1.102,yes,2,NAVD88,3,fair,Riverine,2017-10-05T05:00:00,Buffalo Bayou
24509,-95.28224,29.73586,3233066.4,3634642.2,2925214,23.16,7.059,6.13,0.929,yes,2,NAVD88,4,poor,Riverine,2017-10-05T05:00:00,Buffalo Bayou
21660,-95.8343,29.77569,3175446.2,3624753.1,1198610,132.92,40.514,40.10,0.414,yes,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Willow Fork
21661,-95.83514,29.77505,3175379.6,3624656.4,1198558,134.86,41.105,38.57,2.535,yes,2,NAVD88,3,fair,Riverine,2017-09-08T05:00:00,Willow Fork
21659,-95.76186,29.79483,3182267.1,3628881.9,254971,127.7,38.923,40.17,-1.247,no,2,NAVD88,4,poor,Riverine,2017-09-08T05:00:00,Mason Cr
22019,-95.74633,29.82303,3183006.4,3632587.7,1110931,126.23,38.475,39.00,-0.525,no,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,South Mayde Cr
22024,-95.74676,29.82232,3182983.8,3632493.4,1111122,125.63,38.292,38.70,-0.408,no,2,NAVD88,4,poor,Riverine,2017-09-10T05:00:00,South Mayde Cr
29143,-95.605332,29.846791,3196677.9,3639070.2,1852779,109.012,33.227,33.63,-0.403,no,2,NAVD88,1,excellent,Riverine,2018-05-15T05:00:00,Lakes on Eldridge
29144,-95.59905,29.847128,3197308.8,3639275.2,1895925,108.953,33.209,33.23,-0.021,no,2,NAVD88,3,fair,Riverine,2018-05-15T05:00:00,Lakes on Eldridge
29156,-95.59905,29.847128,3197308.8,3639275.2,1895925,109.229,33.293,33.23,0.063,yes,2,NAVD88,2,good,Riverine,2018-05-15T05:00:00,Lakes on Eldridge
29154,-95.401454,29.762384,3220063.2,3634577.1,714778,42.752,13.031,11.60,1.431,yes,2,NAVD88,3,fair,Riverine,2018-05-15T05:00:00,Buffalo Bayou
29153,-95.401454,29.762384,3220063.2,3634577.1,714778,41.717,12.715,11.60,1.115,yes,2,NAVD88,3,fair,Riverine,2018-05-15T05:00:00,Buffalo Bayou
29146,-95.621546,29.863403,3194521.6,3640587.6,1948028,108.883,33.188,33.17,0.018,yes,2,NAVD88,3,fair,Riverine,2018-05-15T05:00:00,Horsepen Creek
32527,-95.6433,29.7703,3195108.8,3629116.9,2700623,78.34,23.878,24.57,-0.692,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32560,-95.6433,29.7703,3195108.8,3629116.9,2700623,70.69,21.546,24.57,-3.024,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32549,-95.6433,29.7703,3195108.8,3629116.9,2700623,76.02,23.171,24.57,-1.399,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32563,-95.6433,29.7703,3195108.8,3629116.9,2700623,69.77,21.266,24.57,-3.304,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32565,-95.6433,29.7703,3195108.8,3629116.9,2700623,68.19,20.784,24.57,-3.786,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32566,-95.6433,29.7703,3195108.8,3629116.9,2700623,66.85,20.376,24.57,-4.194,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32665,-95.606101,29.761892,3199162.1,3629110.2,2715591,71.36,21.751,22.90,-1.149,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32667,-95.606101,29.761892,3199162.1,3629110.2,2715591,69.18,21.086,22.90,-1.814,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32708,-95.606101,29.761892,3199162.1,3629110.2,2715591,61.59,18.773,22.90,-4.127,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32715,-95.606101,29.761892,3199162.1,3629110.2,2715591,60.26,18.367,22.90,-4.533,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32787,-95.575888,29.765767,3202132.0,3630359.4,2678895,63.76,19.434,22.57,-3.136,no,2,NAVD88,3,fair,Riverine,2018-06-18T05:00:00,Buffalo Bayou
32805,-95.557612,29.762404,3204101.0,3630447.2,669156,63.3,19.294,21.20,-1.906,no,2,NAVD88,3,fair,Riverine,2018-06-18T05:00:00,Buffalo Bayou
32754,-95.589361,29.760799,3200905.4,3629422.8,2720220,66.32,20.214,21.20,-0.986,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
32765,-95.589361,29.760799,3200905.4,3629422.8,2720220,58.07,17.700,21.20,-3.500,no,2,NAVD88,3,fair,Riverine,2018-06-19T05:00:00,Buffalo Bayou
